Cell type,Gene ID,Gene name,Gene biotype,FC,FDR,,,,,
Neu-mat,ENSG00000176406,RIMS2,protein_coding,1.23194043,2.679E-118,,,,,
Neu-mat,ENSG00000236824,BCYRN1,lincRNA,1.668643804,3.6133E-118,,,,,
Neu-mat,ENSG00000166206,GABRB3,protein_coding,1.454999335,3.7073E-118,,,,,
Neu-mat,ENSG00000154162,CDH12,protein_coding,1.629833282,4.8279E-117,,,,,
Neu-mat,ENSG00000186487,MYT1L,protein_coding,1.396438196,1.4554E-116,,,,,
Neu-mat,ENSG00000184611,KCNH7,protein_coding,1.628191887,9.6599E-116,,,,,
Neu-mat,ENSG00000165379,LRFN5,protein_coding,1.52531611,3.3708E-114,,,,,
Neu-mat,ENSG00000169933,FRMPD4,protein_coding,1.515490433,1.8639E-113,,,,,
Neu-mat,ENSG00000149970,CNKSR2,protein_coding,1.463748371,3.2938E-113,,,,,
Neu-mat,ENSG00000171617,ENC1,protein_coding,1.48232703,1.3041E-112,,,,,
Neu-mat,ENSG00000163046,ANKRD30BL,protein_coding,1.446692769,2.8009E-112,,,,,
Neu-mat,ENSG00000152413,HOMER1,protein_coding,1.438936779,1.2375E-108,,,,,
Neu-mat,ENSG00000234423,LINC01250,lincRNA,1.191844563,2.4468E-106,,,,,
Neu-mat,ENSG00000144619,CNTN4,protein_coding,1.510564519,3.3279E-106,,,,,
Neu-mat,ENSG00000206052,DOK6,protein_coding,1.480149597,8.772E-106,,,,,
Neu-mat,ENSG00000183775,KCTD16,protein_coding,1.454201976,6.473E-105,,,,,
Neu-mat,ENSG00000116254,CHD5,protein_coding,1.307093887,1.6883E-104,,,,,
Neu-mat,ENSG00000183454,GRIN2A,protein_coding,1.372612751,1.9153E-103,,,,,
Neu-mat,ENSG00000184613,NELL2,protein_coding,1.378069813,7.4637E-102,,,,,
Neu-mat,ENSG00000119042,SATB2,protein_coding,1.258055017,2.2925E-101,,,,,
Neu-mat,ENSG00000177707,PVRL3,protein_coding,1.27199631,1.0387E-99,,,,,
Neu-mat,ENSG00000182732,RGS6,protein_coding,1.413915769,8.7173E-99,,,,,
Neu-mat,ENSG00000164100,NDST3,protein_coding,1.192453491,1.01143E-97,,,,,
Neu-mat,ENSG00000273079,GRIN2B,protein_coding,1.247998042,6.90747E-97,,,,,
Neu-mat,ENSG00000151067,CACNA1C,protein_coding,1.389618368,1.01855E-96,,,,,
Neu-mat,ENSG00000033122,LRRC7,protein_coding,1.009962549,5.66832E-96,,,,,
Neu-mat,ENSG00000111249,CUX2,protein_coding,1.056952203,1.89035E-93,,,,,
Neu-mat,ENSG00000146147,MLIP,protein_coding,1.105322973,4.96802E-91,,,,,
Neu-mat,ENSG00000188580,NKAIN2,protein_coding,1.211113321,5.55252E-91,,,,,
Neu-mat,ENSG00000154556,SORBS2,protein_coding,1.340892907,1.18132E-90,,,,,
Neu-mat,ENSG00000113100,CDH9,protein_coding,1.258936893,1.61957E-90,,,,,
Neu-mat,ENSG00000132932,ATP8A2,protein_coding,1.414839779,1.99236E-90,,,,,
Neu-mat,ENSG00000166501,PRKCB,protein_coding,1.184722442,3.70139E-89,,,,,
Neu-mat,ENSG00000224363,RP11-289H16.1,lincRNA,1.209607554,1.30635E-87,,,,,
Neu-mat,ENSG00000143473,KCNH1,protein_coding,1.314707149,3.72089E-86,,,,,
Neu-mat,ENSG00000157168,NRG1,protein_coding,1.376895347,6.32395E-86,,,,,
Neu-mat,ENSG00000198673,FAM19A2,protein_coding,1.352010355,6.91347E-85,,,,,
Neu-mat,ENSG00000182230,FAM153B,protein_coding,1.045466149,8.17412E-85,,,,,
Neu-mat,ENSG00000185274,WBSCR17,protein_coding,1.307604462,1.03433E-84,,,,,
Neu-mat,ENSG00000156113,KCNMA1,protein_coding,1.05878081,3.11904E-84,,,,,
Neu-mat,ENSG00000175806,MSRA,protein_coding,1.211581349,2.4844E-83,,,,,
Neu-mat,ENSG00000125851,PCSK2,protein_coding,1.147805245,3.13842E-79,,,,,
Neu-mat,ENSG00000149571,KIRREL3,protein_coding,1.243026431,1.25483E-78,,,,,
Neu-mat,ENSG00000134343,ANO3,protein_coding,1.044864508,1.96234E-77,,,,,
Neu-mat,ENSG00000198010,DLGAP2,protein_coding,1.050835811,1.96234E-77,,,,,
Neu-mat,ENSG00000205035,RP11-707M1.1,transcribed_unprocessed_pseudogene,1.023757496,1.96234E-77,,,,,
Neu-mat,ENSG00000117069,ST6GALNAC5,protein_coding,1.196673589,4.03418E-77,,,,,
Neu-mat,ENSG00000164796,CSMD3,protein_coding,1.07285088,1.3748E-76,,,,,
Neu-mat,ENSG00000198216,CACNA1E,protein_coding,1.066268716,6.01252E-76,,,,,
Neu-mat,ENSG00000132938,MTUS2,protein_coding,1.214063894,1.43975E-75,,,,,
Neu-mat,ENSG00000070808,CAMK2A,protein_coding,1.105407292,6.1808E-75,,,,,
Neu-mat,ENSG00000152402,GUCY1A2,protein_coding,1.155016332,6.5953E-75,,,,,
Neu-mat,ENSG00000237515,SHISA9,protein_coding,1.21240075,1.26074E-74,,,,,
Neu-mat,ENSG00000111885,MAN1A1,protein_coding,1.008210616,2.23629E-74,,,,,
Neu-mat,ENSG00000101489,CELF4,protein_coding,1.147512411,2.31526E-74,,,,,
Neu-mat,ENSG00000198108,CHSY3,protein_coding,1.193242473,2.45556E-74,,,,,
Neu-mat,ENSG00000151952,TMEM132D,protein_coding,1.227400343,3.26049E-74,,,,,
Neu-mat,ENSG00000168959,GRM5,protein_coding,1.085366675,9.38429E-74,,,,,
Neu-mat,ENSG00000109670,FBXW7,protein_coding,1.115925593,1.21232E-73,,,,,
Neu-mat,ENSG00000157445,CACNA2D3,protein_coding,1.186430113,2.9002E-73,,,,,
Neu-mat,ENSG00000196277,GRM7,protein_coding,1.09456849,1.12355E-72,,,,,
Neu-mat,ENSG00000155093,PTPRN2,protein_coding,1.134108805,3.18938E-70,,,,,
Neu-mat,ENSG00000116106,EPHA4,protein_coding,1.061193304,3.04122E-69,,,,,
Neu-mat,ENSG00000162105,SHANK2,protein_coding,1.056096055,3.55259E-68,,,,,
Neu-mat,ENSG00000144218,AFF3,protein_coding,1.146750884,4.0513E-68,,,,,
Neu-mat,ENSG00000125675,GRIA3,protein_coding,1.104348173,1.03886E-67,,,,,
Neu-mat,ENSG00000153233,PTPRR,protein_coding,1.01416903,7.03535E-67,,,,,
Neu-mat,ENSG00000175471,MCTP1,protein_coding,1.113631459,2.44291E-66,,,,,
Neu-mat,ENSG00000261115,TMEM178B,protein_coding,1.099422167,8.47652E-66,,,,,
Neu-mat,ENSG00000002746,HECW1,protein_coding,1.060981502,1.11352E-65,,,,,
Neu-mat,ENSG00000160460,SPTBN4,protein_coding,1.077426762,9.87078E-65,,,,,
Neu-mat,ENSG00000182348,ZNF804B,protein_coding,1.065631912,1.75058E-63,,,,,
Neu-mat,ENSG00000173406,DAB1,protein_coding,1.055327097,6.5428E-62,,,,,
Neu-mat,ENSG00000176884,GRIN1,protein_coding,1.025949052,9.07372E-61,,,,,
Neu-mat,ENSG00000058404,CAMK2B,protein_coding,1.004650585,1.95822E-60,,,,,
Neu-mat,ENSG00000079841,RIMS1,protein_coding,1.057046305,2.40955E-59,,,,,
Neu-mat,ENSG00000186260,MKL2,protein_coding,1.007486715,1.44524E-58,,,,,
Neu-mat,ENSG00000182674,KCNB2,protein_coding,1.00282527,3.23434E-57,,,,,
Neu-mat,ENSG00000169851,PCDH7,protein_coding,1.063088924,1.71074E-56,,,,,
Neu-mat,ENSG00000183098,GPC6,protein_coding,1.108849091,3.2843E-56,,,,,
Neu-mat,ENSG00000185070,FLRT2,protein_coding,1.01771296,1.74491E-55,,,,,
Neu-mat,ENSG00000155511,GRIA1,protein_coding,1.013423341,1.23231E-52,,,,,
IN-PV,ENSG00000006128,TAC1,protein_coding,1.539435176,0,,,,,
IN-PV,ENSG00000029534,ANK1,protein_coding,1.356365022,0,,,,,
IN-PV,ENSG00000041515,MYO16,protein_coding,2.001116618,0,,,,,
IN-PV,ENSG00000106714,CNTNAP3,protein_coding,1.66754089,0,,,,,
IN-PV,ENSG00000110693,SOX6,protein_coding,2.134401746,0,,,,,
IN-PV,ENSG00000114279,FGF12,protein_coding,1.20135539,0,,,,,
IN-PV,ENSG00000122584,NXPH1,protein_coding,3.192389969,0,,,,,
IN-PV,ENSG00000128683,GAD1,protein_coding,1.866390108,0,,,,,
IN-PV,ENSG00000145147,SLIT2,protein_coding,2.362041993,0,,,,,
IN-PV,ENSG00000151136,BTBD11,protein_coding,1.85766379,0,,,,,
IN-PV,ENSG00000151789,ZNF385D,protein_coding,3.617379426,0,,,,,
IN-PV,ENSG00000155974,GRIP1,protein_coding,2.217928392,0,,,,,
IN-PV,ENSG00000166006,KCNC2,protein_coding,2.667379392,0,,,,,
IN-PV,ENSG00000169282,KCNAB1,protein_coding,2.073317607,0,,,,,
IN-PV,ENSG00000170396,ZNF804A,protein_coding,2.900251185,0,,,,,
IN-PV,ENSG00000170579,DLGAP1,protein_coding,1.360351505,0,,,,,
IN-PV,ENSG00000174469,CNTNAP2,protein_coding,1.933272035,0,,,,,
IN-PV,ENSG00000175497,DPP10,protein_coding,2.69931913,0,,,,,
IN-PV,ENSG00000178568,ERBB4,protein_coding,4.470732259,0,,,,,
IN-PV,ENSG00000181234,TMEM132C,protein_coding,1.958582207,0,,,,,
IN-PV,ENSG00000188730,VWC2,protein_coding,2.113858331,0,,,,,
IN-PV,ENSG00000198597,ZNF536,protein_coding,1.848310212,0,,,,,
IN-PV,ENSG00000256248,RP11-123O10.4,lincRNA,2.667682405,0,,,,,
IN-PV,ENSG00000224078,SNHG14,processed_transcript,1.119226139,0,,,,,
IN-PV,ENSG00000244694,PTCHD4,protein_coding,1.739859353,4.1408E-305,,,,,
IN-PV,ENSG00000120549,KIAA1217,protein_coding,2.309442228,5.687E-305,,,,,
IN-PV,ENSG00000136750,GAD2,protein_coding,1.63475587,5.5769E-296,,,,,
IN-PV,ENSG00000173482,PTPRM,protein_coding,2.013544829,2.1923E-295,,,,,
IN-PV,ENSG00000154529,CNTNAP3B,protein_coding,1.518063327,1.3255E-279,,,,,
IN-PV,ENSG00000188158,NHS,protein_coding,1.434611961,2.3628E-278,,,,,
IN-PV,ENSG00000236107,AC010127.3,antisense,1.416717405,3.6881E-276,,,,,
IN-PV,ENSG00000009694,TENM1,protein_coding,1.759892926,6.358E-275,,,,,
IN-PV,ENSG00000196104,SPOCK3,protein_coding,2.04607319,2.9745E-273,,,,,
IN-PV,ENSG00000128739,SNRPN,protein_coding,1.711152038,5.6348E-263,,,,,
IN-PV,ENSG00000146555,SDK1,protein_coding,2.058767002,7.9607E-262,,,,,
IN-PV,ENSG00000171094,ALK,protein_coding,1.582742397,4.1828E-261,,,,,
IN-PV,ENSG00000182836,PLCXD3,protein_coding,1.377637051,9.8361E-261,,,,,
IN-PV,ENSG00000145730,PAM,protein_coding,1.724115618,2.0282E-259,,,,,
IN-PV,ENSG00000133107,TRPC4,protein_coding,1.188052534,4.0822E-250,,,,,
IN-PV,ENSG00000157103,SLC6A1,protein_coding,1.332232431,5.4133E-242,,,,,
IN-PV,ENSG00000231764,DLX6-AS1,antisense,1.094229288,2.9867E-241,,,,,
IN-PV,ENSG00000203727,SAMD5,protein_coding,1.340641521,1.0303E-238,,,,,
IN-PV,ENSG00000255864,RP11-444D3.1,lincRNA,1.645148921,1.0039E-231,,,,,
IN-PV,ENSG00000144642,RBMS3,protein_coding,1.552561436,5.5636E-226,,,,,
IN-PV,ENSG00000140470,ADAMTS17,protein_coding,1.323542087,1.7555E-225,,,,,
IN-PV,ENSG00000181804,SLC9A9,protein_coding,1.67182184,6.993E-225,,,,,
IN-PV,ENSG00000198673,FAM19A2,protein_coding,1.760813083,2.9271E-223,,,,,
IN-PV,ENSG00000109790,KLHL5,protein_coding,1.267476463,1.3775E-217,,,,,
IN-PV,ENSG00000118922,KLF12,protein_coding,1.559919313,1.6681E-210,,,,,
IN-PV,ENSG00000156299,TIAM1,protein_coding,1.517082512,3.8636E-205,,,,,
IN-PV,ENSG00000107105,ELAVL2,protein_coding,1.551434512,2.6486E-200,,,,,
IN-PV,ENSG00000148219,ASTN2,protein_coding,1.470219368,3.5092E-199,,,,,
IN-PV,ENSG00000227681,RP11-307P5.1,lincRNA,1.038997361,1.4853E-194,,,,,
IN-PV,ENSG00000113319,RASGRF2,protein_coding,1.481654539,6.5429E-186,,,,,
IN-PV,ENSG00000149972,CNTN5,protein_coding,2.128023012,6.4933E-184,,,,,
IN-PV,ENSG00000164588,HCN1,protein_coding,1.147857157,8.0845E-181,,,,,
IN-PV,ENSG00000155897,ADCY8,protein_coding,1.147366683,1.2274E-180,,,,,
IN-PV,ENSG00000151572,ANO4,protein_coding,1.46162604,5.6264E-176,,,,,
IN-PV,ENSG00000109819,PPARGC1A,protein_coding,1.060354057,8.7625E-169,,,,,
IN-PV,ENSG00000182256,GABRG3,protein_coding,1.38586839,4.612E-166,,,,,
IN-PV,ENSG00000162849,KIF26B,protein_coding,1.288424454,3.2857E-164,,,,,
IN-PV,ENSG00000218336,TENM3,protein_coding,1.630182859,1.7367E-161,,,,,
IN-PV,ENSG00000189337,KAZN,protein_coding,1.278301053,4.5923E-148,,,,,
IN-PV,ENSG00000180287,PLD5,protein_coding,1.192885844,2.3532E-139,,,,,
IN-PV,ENSG00000184408,KCND2,protein_coding,1.155772196,2.6789E-139,,,,,
IN-PV,ENSG00000070882,OSBPL3,protein_coding,1.157869402,2.4974E-138,,,,,
IN-PV,ENSG00000242593,RP5-921G16.1,antisense,1.193865725,1.3025E-134,,,,,
IN-PV,ENSG00000168993,CPLX1,protein_coding,1.052299768,3.8025E-134,,,,,
IN-PV,ENSG00000156687,UNC5D,protein_coding,1.368196238,4.034E-132,,,,,
IN-PV,ENSG00000109452,INPP4B,protein_coding,1.261731679,1.1516E-127,,,,,
IN-PV,ENSG00000152578,GRIA4,protein_coding,1.208088982,2.2118E-126,,,,,
IN-PV,ENSG00000171877,FRMD5,protein_coding,1.174928977,2.4712E-126,,,,,
IN-PV,ENSG00000071242,RPS6KA2,protein_coding,1.167493297,2.9318E-118,,,,,
IN-PV,ENSG00000129682,FGF13,protein_coding,1.03505456,4.9801E-116,,,,,
IN-PV,ENSG00000064763,FAR2,protein_coding,1.004048556,6.2738E-116,,,,,
IN-PV,ENSG00000187957,DNER,protein_coding,1.04831805,1.5443E-115,,,,,
IN-PV,ENSG00000165061,ZMAT4,protein_coding,1.211901812,5.7935E-111,,,,,
IN-PV,ENSG00000248905,FMN1,protein_coding,1.215373111,1.1794E-110,,,,,
IN-PV,ENSG00000185532,PRKG1,protein_coding,1.338562459,1.0221E-109,,,,,
IN-PV,ENSG00000221866,PLXNA4,protein_coding,1.125161463,7.228E-106,,,,,
IN-PV,ENSG00000080224,EPHA6,protein_coding,1.41549565,1.1668E-103,,,,,
IN-PV,ENSG00000164100,NDST3,protein_coding,1.153574203,4.0419E-101,,,,,
IN-PV,ENSG00000237515,SHISA9,protein_coding,1.053325253,4.1582E-99,,,,,
IN-PV,ENSG00000183783,KCTD8,protein_coding,1.044977712,1.2026E-92,,,,,
IN-PV,ENSG00000183166,CALN1,protein_coding,1.06096213,3.57065E-84,,,,,
IN-PV,ENSG00000113100,CDH9,protein_coding,1.143180785,2.14758E-83,,,,,
IN-PV,ENSG00000155052,CNTNAP5,protein_coding,1.080793602,2.92019E-79,,,,,
IN-PV,ENSG00000152583,SPARCL1,protein_coding,1.045908593,1.08185E-77,,,,,
IN-PV,ENSG00000185053,SGCZ,protein_coding,1.209525003,8.32459E-54,,,,,
IN-SST,ENSG00000021645,NRXN3,protein_coding,1.661381123,0,,,,,
IN-SST,ENSG00000078328,RBFOX1,protein_coding,1.504956544,0,,,,,
IN-SST,ENSG00000110693,SOX6,protein_coding,2.198151016,0,,,,,
IN-SST,ENSG00000120549,KIAA1217,protein_coding,3.186913167,0,,,,,
IN-SST,ENSG00000122584,NXPH1,protein_coding,3.287423156,0,,,,,
IN-SST,ENSG00000155974,GRIP1,protein_coding,2.166986014,0,,,,,
IN-SST,ENSG00000157005,SST,protein_coding,3.311690495,0,,,,,
IN-SST,ENSG00000163630,SYNPR,protein_coding,2.948227331,0,,,,,
IN-SST,ENSG00000164418,GRIK2,protein_coding,1.921203716,0,,,,,
IN-SST,ENSG00000169855,ROBO1,protein_coding,2.79772528,0,,,,,
IN-SST,ENSG00000171189,GRIK1,protein_coding,5.122924347,0,,,,,
IN-SST,ENSG00000174469,CNTNAP2,protein_coding,1.670493315,0,,,,,
IN-SST,ENSG00000185008,ROBO2,protein_coding,2.819151324,0,,,,,
IN-SST,ENSG00000188517,COL25A1,protein_coding,1.780838989,0,,,,,
IN-SST,ENSG00000196104,SPOCK3,protein_coding,2.829198603,0,,,,,
IN-SST,ENSG00000198785,GRIN3A,protein_coding,1.902390212,0,,,,,
IN-SST,ENSG00000206579,XKR4,protein_coding,1.776411533,0,,,,,
IN-SST,ENSG00000224078,SNHG14,processed_transcript,1.242635015,0,,,,,
IN-SST,ENSG00000256248,RP11-123O10.4,lincRNA,2.646302876,0,,,,,
IN-SST,ENSG00000113100,CDH9,protein_coding,2.326700474,0,,,,,
IN-SST,ENSG00000188803,SHISA6,protein_coding,1.795334315,0,,,,,
IN-SST,ENSG00000170579,DLGAP1,protein_coding,1.195782829,0,,,,,
IN-SST,ENSG00000116729,WLS,protein_coding,1.616033481,0,,,,,
IN-SST,ENSG00000128683,GAD1,protein_coding,1.642252166,0,,,,,
IN-SST,ENSG00000107105,ELAVL2,protein_coding,1.884408808,3.4336E-302,,,,,
IN-SST,ENSG00000114805,PLCH1,protein_coding,1.623407428,1.2607E-293,,,,,
IN-SST,ENSG00000162849,KIF26B,protein_coding,1.835143834,5.4478E-290,,,,,
IN-SST,ENSG00000163873,GRIK3,protein_coding,1.451465111,1.5432E-275,,,,,
IN-SST,ENSG00000079102,RUNX1T1,protein_coding,1.693043295,1.4613E-257,,,,,
IN-SST,ENSG00000156299,TIAM1,protein_coding,1.714032815,2.2838E-257,,,,,
IN-SST,ENSG00000168952,STXBP6,protein_coding,1.526814134,2.3447E-252,,,,,
IN-SST,ENSG00000152208,GRID2,protein_coding,1.987366153,2.8671E-249,,,,,
IN-SST,ENSG00000151789,ZNF385D,protein_coding,2.151825891,5.6395E-241,,,,,
IN-SST,ENSG00000156273,BACH1,protein_coding,1.36720659,8.867E-241,,,,,
IN-SST,ENSG00000169213,RAB3B,protein_coding,1.112266462,1.0567E-233,,,,,
IN-SST,ENSG00000218336,TENM3,protein_coding,1.905977506,1.9023E-233,,,,,
IN-SST,ENSG00000102290,PCDH11X,protein_coding,1.828815704,2.1981E-228,,,,,
IN-SST,ENSG00000144642,RBMS3,protein_coding,1.599818725,7.2011E-224,,,,,
IN-SST,ENSG00000173482,PTPRM,protein_coding,1.666194686,3.3783E-221,,,,,
IN-SST,ENSG00000164830,OXR1,protein_coding,1.112679223,7.6406E-219,,,,,
IN-SST,ENSG00000009694,TENM1,protein_coding,1.550209856,4.5669E-215,,,,,
IN-SST,ENSG00000178573,MAF,protein_coding,1.043288403,6.7475E-214,,,,,
IN-SST,ENSG00000128739,SNRPN,protein_coding,1.526596386,1.3641E-203,,,,,
IN-SST,ENSG00000187416,LHFPL3,protein_coding,1.146062833,3.469E-203,,,,,
IN-SST,ENSG00000150275,PCDH15,protein_coding,1.765294647,2.6536E-202,,,,,
IN-SST,ENSG00000185052,SLC24A3,protein_coding,1.388840916,2.8861E-198,,,,,
IN-SST,ENSG00000228956,SATB1-AS1,processed_transcript,1.394420966,2.9093E-195,,,,,
IN-SST,ENSG00000145934,TENM2,protein_coding,1.491689196,1.7592E-187,,,,,
IN-SST,ENSG00000186472,PCLO,protein_coding,1.109272016,1.4871E-185,,,,,
IN-SST,ENSG00000163618,CADPS,protein_coding,1.105928136,1.639E-185,,,,,
IN-SST,ENSG00000072657,TRHDE,protein_coding,1.683610107,1.3423E-180,,,,,
IN-SST,ENSG00000133019,CHRM3,protein_coding,1.485257509,1.6922E-180,,,,,
IN-SST,ENSG00000182050,MGAT4C,protein_coding,1.690138869,5.8208E-177,,,,,
IN-SST,ENSG00000117114,ADGRL2,protein_coding,1.529161607,6.1916E-176,,,,,
IN-SST,ENSG00000166342,NETO1,protein_coding,1.511048206,9.2245E-175,,,,,
IN-SST,ENSG00000171208,NETO2,protein_coding,1.434337026,3.5799E-174,,,,,
IN-SST,ENSG00000113319,RASGRF2,protein_coding,1.459067966,1.9427E-170,,,,,
IN-SST,ENSG00000228214,LINC00693,antisense,1.105444368,1.1953E-168,,,,,
IN-SST,ENSG00000133687,TMTC1,protein_coding,1.336673974,1.6621E-168,,,,,
IN-SST,ENSG00000166006,KCNC2,protein_coding,1.494257503,1.8201E-166,,,,,
IN-SST,ENSG00000155511,GRIA1,protein_coding,1.278102827,7.6554E-166,,,,,
IN-SST,ENSG00000148219,ASTN2,protein_coding,1.431533515,3.0288E-163,,,,,
IN-SST,ENSG00000182132,KCNIP1,protein_coding,1.072047083,1.7001E-157,,,,,
IN-SST,ENSG00000119866,BCL11A,protein_coding,1.335829532,1.011E-154,,,,,
IN-SST,ENSG00000117069,ST6GALNAC5,protein_coding,1.519741799,6.3937E-151,,,,,
IN-SST,ENSG00000145730,PAM,protein_coding,1.3779809,1.2905E-147,,,,,
IN-SST,ENSG00000157445,CACNA2D3,protein_coding,1.510428606,1.6261E-147,,,,,
IN-SST,ENSG00000183023,SLC8A1,protein_coding,1.186876259,5.0777E-144,,,,,
IN-SST,ENSG00000173406,DAB1,protein_coding,1.32254292,2.6347E-141,,,,,
IN-SST,ENSG00000125675,GRIA3,protein_coding,1.168898843,1.9841E-140,,,,,
IN-SST,ENSG00000106123,EPHB6,protein_coding,1.054529061,2.2056E-139,,,,,
IN-SST,ENSG00000107242,PIP5K1B,protein_coding,1.078219268,9.4149E-134,,,,,
IN-SST,ENSG00000152932,RAB3C,protein_coding,1.236649394,3.8978E-133,,,,,
IN-SST,ENSG00000233723,LINC01122,lincRNA,1.22344253,1.5741E-129,,,,,
IN-SST,ENSG00000132938,MTUS2,protein_coding,1.158222686,1.1288E-125,,,,,
IN-SST,ENSG00000183098,GPC6,protein_coding,1.410803874,5.2E-125,,,,,
IN-SST,ENSG00000140945,CDH13,protein_coding,1.392932901,2.6446E-119,,,,,
IN-SST,ENSG00000137766,UNC13C,protein_coding,1.045930421,1.2814E-118,,,,,
IN-SST,ENSG00000196730,DAPK1,protein_coding,1.047684924,6.2809E-118,,,,,
IN-SST,ENSG00000168843,FSTL5,protein_coding,1.28226037,5.2619E-113,,,,,
IN-SST,ENSG00000150394,CDH8,protein_coding,1.110580116,9.168E-108,,,,,
IN-SST,ENSG00000230606,AC159540.1,lincRNA,1.174651537,5.4431E-105,,,,,
IN-SST,ENSG00000078295,ADCY2,protein_coding,1.120991832,1.2122E-104,,,,,
IN-SST,ENSG00000099715,PCDH11Y,protein_coding,1.125659576,4.5891E-102,,,,,
IN-SST,ENSG00000184672,RALYL,protein_coding,1.144663278,1.63659E-91,,,,,
IN-SST,ENSG00000080224,EPHA6,protein_coding,1.240269849,8.23333E-90,,,,,
IN-SST,ENSG00000071242,RPS6KA2,protein_coding,1.016168118,8.89998E-90,,,,,
IN-SST,ENSG00000244128,LINC01322,lincRNA,1.026408264,4.93806E-83,,,,,
IN-SST,ENSG00000154162,CDH12,protein_coding,1.412222979,3.06131E-80,,,,,
IN-SST,ENSG00000149972,CNTN5,protein_coding,1.180304636,7.81645E-58,,,,,
IN-VIP,ENSG00000117707,PROX1,protein_coding,1.479681869,0,,,,,
IN-VIP,ENSG00000146469,VIP,protein_coding,1.531208516,0,,,,,
IN-VIP,ENSG00000159788,RGS12,protein_coding,2.251518144,0,,,,,
IN-VIP,ENSG00000163630,SYNPR,protein_coding,2.755653757,0,,,,,
IN-VIP,ENSG00000174469,CNTNAP2,protein_coding,1.888414237,0,,,,,
IN-VIP,ENSG00000174473,GALNTL6,protein_coding,3.01213436,0,,,,,
IN-VIP,ENSG00000178568,ERBB4,protein_coding,3.762983569,0,,,,,
IN-VIP,ENSG00000180287,PLD5,protein_coding,2.07403472,0,,,,,
IN-VIP,ENSG00000185736,ADARB2,protein_coding,4.563205247,0,,,,,
IN-VIP,ENSG00000224078,SNHG14,processed_transcript,1.285127841,0,,,,,
IN-VIP,ENSG00000231764,DLX6-AS1,antisense,2.578532787,0,,,,,
IN-VIP,ENSG00000247809,NR2F2-AS1,antisense,1.37261423,0,,,,,
IN-VIP,ENSG00000145824,CXCL14,protein_coding,1.679802678,0,,,,,
IN-VIP,ENSG00000005108,THSD7A,protein_coding,2.179204317,0,,,,,
IN-VIP,ENSG00000128683,GAD1,protein_coding,1.452892365,8.8539E-289,,,,,
IN-VIP,ENSG00000198597,ZNF536,protein_coding,1.640791183,6.4679E-287,,,,,
IN-VIP,ENSG00000172137,CALB2,protein_coding,1.042634572,3.7089E-282,,,,,
IN-VIP,ENSG00000118432,CNR1,protein_coding,1.896963777,7.4007E-278,,,,,
IN-VIP,ENSG00000185052,SLC24A3,protein_coding,1.686253108,4.5598E-273,,,,,
IN-VIP,ENSG00000109452,INPP4B,protein_coding,2.063929448,1.5667E-263,,,,,
IN-VIP,ENSG00000164418,GRIK2,protein_coding,1.641622747,3.0556E-253,,,,,
IN-VIP,ENSG00000188042,ARL4C,protein_coding,1.359382444,6.9552E-253,,,,,
IN-VIP,ENSG00000021645,NRXN3,protein_coding,1.209441628,2.4441E-251,,,,,
IN-VIP,ENSG00000169855,ROBO1,protein_coding,2.130847462,2.8367E-247,,,,,
IN-VIP,ENSG00000185008,ROBO2,protein_coding,1.889897753,9.7146E-247,,,,,
IN-VIP,ENSG00000151789,ZNF385D,protein_coding,2.057337203,6.307E-245,,,,,
IN-VIP,ENSG00000017427,IGF1,protein_coding,1.057334475,2.2889E-232,,,,,
IN-VIP,ENSG00000151136,BTBD11,protein_coding,1.12995219,3.1036E-232,,,,,
IN-VIP,ENSG00000280870,MIR325HG,lincRNA,1.326365104,8.4762E-228,,,,,
IN-VIP,ENSG00000146648,EGFR,protein_coding,1.049071795,1.6947E-222,,,,,
IN-VIP,ENSG00000256248,RP11-123O10.4,lincRNA,1.729385654,1.7047E-217,,,,,
IN-VIP,ENSG00000172572,PDE3A,protein_coding,1.156978857,1.0956E-214,,,,,
IN-VIP,ENSG00000171951,SCG2,protein_coding,1.528217725,7.1889E-207,,,,,
IN-VIP,ENSG00000182287,AP1S2,protein_coding,1.029602462,1.3979E-201,,,,,
IN-VIP,ENSG00000259905,PWRN1,lincRNA,1.027373291,6.828E-200,,,,,
IN-VIP,ENSG00000188158,NHS,protein_coding,1.088029888,8.6549E-200,,,,,
IN-VIP,ENSG00000165084,C8orf34,protein_coding,1.731303026,3.4778E-199,,,,,
IN-VIP,ENSG00000146555,SDK1,protein_coding,1.67362524,1.7342E-197,,,,,
IN-VIP,ENSG00000162687,KCNT2,protein_coding,1.69359051,5.1526E-195,,,,,
IN-VIP,ENSG00000109265,KIAA1211,protein_coding,1.124919883,2.3435E-192,,,,,
IN-VIP,ENSG00000173406,DAB1,protein_coding,1.428686349,1.6202E-178,,,,,
IN-VIP,ENSG00000149972,CNTN5,protein_coding,2.21130723,1.0921E-177,,,,,
IN-VIP,ENSG00000174453,VWC2L,protein_coding,1.079030101,1.436E-173,,,,,
IN-VIP,ENSG00000155974,GRIP1,protein_coding,1.557026679,1.4545E-168,,,,,
IN-VIP,ENSG00000154655,L3MBTL4,protein_coding,1.326638219,9.0676E-166,,,,,
IN-VIP,ENSG00000188730,VWC2,protein_coding,1.091252171,1.2488E-165,,,,,
IN-VIP,ENSG00000170396,ZNF804A,protein_coding,1.527011918,3.9781E-164,,,,,
